INVENTARNUMMER;TYP;BESCHRIFTUNG;THEMATISCHE ZUORDNUNG;PUBLIKATION;ORT;JAHR;RELEVANZ;INHALT;FOTO;KOMMENTAR;Ges.anzahl;;;;;
VII.F.13;Sammlung lose Blätter;o . Aufschrift;S;;;1873, 1890;;1 Broschüre (Gedächtnisreden auf Jules Delaborde [Schwiegervater Geymüllers] 1890), 1 Taufschein (Juliette Camilie Geymüller 21.12.1873);;;2;;;;;
VII.F.14.a;Sammlung lose Blätter;"o. Aufschrift; Codex 1828 (Uff.) (Rundbauten)";T;;;;XXX;37 Skizzen (Rundbauten und andere Architekturdetails [vermutl. aus Codex Francesco di Giorgio]): (in 2 Umschläge mit Einzelblätter);;;37;;> 1513 (Skizzen) - 1526 > 1613 (16x Skizzen) - 1629;;;
VII.F.14.b;Sammlung lose Blätter;"o. Aufschrift; Uffizien 1828";T;;;1898;;"2 Notizen und Skizzen (Uffizien; Stiche)";;;2;;;;;
VII.F.14.c;Sammlung lose Blätter;"o. Aufschrift; Serie anonyme de Piece genre ""Temples""";SP (?) DC;;;;XXX;3 Notizen, 2 Blätter (Wasserzeichen auf Transparentpapier), 1 Zieichnung (Transparentpapier), 8 Stiche (DuCerceau ?), 1 Zeitungsausschnitt (?);;;15;;> 1527 (Zeichnungen) - 1537 ;;;
VII.F.14.d;Sammlung lose Blätter;"o. Aufschrift; Series italienne";S;;;;;2 Notizen und Skizzen;;;2;;;;;
VII.F.14.e;Sammlung lose Blätter;"o. Aufschrift; aus Buonaccorso Ghiberti Codex";T;;;;XXX;"26 Notizen und Skizzen (aus dem Buonaccorso Ghiberti Codex; Lesoufache)";;;26;;> 1538 - 1546;;;
VII.F.14.f;Sammlung lose Blätter;"o. Aufschrift; Temples (moyen)";SP DC S;;;;XXX;"22 Notizen und Skizzen, 35 Zeichnungen (Transparentpapier; Bramante; Fra Giocondo; Du Cerceau), 1 Textausschnitt";;;58;;> 1547 (26x Zeichnungen auf Transparentpapier) - 1583 (Umschlag Skizzen) - 1593;;;
VII.F.14.g;Sammlung lose Blätter;"o. Aufschrift; Serie del Cronaca";SP DC S;;;;XXX;18 Skizzen (Umkreis Du Cerceau);;;18;;> 1594  (10x Skizzen) - 1603;;;
VII.F.14.h;Sammlung lose Blätter;"o. Aufscrift; o. Aufschrift";T DC;;;;;3 Skizzen, 1 Korrekturfahne (Toscanawerk);;;4;;;;;
VII.F.14.i;Sammlung lose Blätter;"o. Aufschrift; Anonimo Geymüller (Geradus Judeus)";DC S;;;;XXX;"2 Notizen und Skizzen [vermutl. Destailleur], 1 Zeichnung (Transparentpapier), 12 Stiche (Römische Ruinen und ihre Rekonstruktionen; Umkreis Du Cerceau), 1 Textausschitt";;;35;;> 1599 (Skizzen Stiche) - 1602 (10x Skizzen) - 1612;;;
VII.F.15;Sammlung lose Blätter;o . Aufschrift;S;;;1883, 1889, 1893, 1905, f;;"6 Zeitungsausschnitte (2 Arte e Storia 1889 1893; 1 The Times 1883; 1 Die Denkmalpflege 1908; 2 Beilage zur Allgemeinen Zeitung 1905), 1 Brief (Bodo Ebhard 1909): (in 5 Umschläge [tlw. Beschriftung Egger])";;;12;;> 1630 (Brief);;;
VII.G.1;Sammlung lose Blätter;Accademia Raffaello;Raf;;;1879, 1880, 1881, 1882;;24 Hefte (Rivista d'arte 1879-81);;;24;;;;;
VII.G.2;Sammlung lose Blätter;Div. Zeitschriften;B L HK;;;1887, 1891, 1893, 1901, f;;"25 Zeitschriften (3 Rassegna d'Arte 2x 1901 [Artikel von Geymüller; Beltrami; Fabriczy] 1902; 1 Revue Scientifique 1887; 5 Arte e Storia 1893; 3 RIBA Journal 1891 [Zusammenfassung von Geymüllers Bramantevortrag], 2 Die Zeit 1896; 1 Illustrierte Zeitung 1908 [Hohkönigsburg; O.F.])";;;15;;> 1630 (3x Zeitschrift) - 1632;;;
VII.G.3;Sammlung lose Blätter;o. Aufschrift ;S;;;1879;;"2 Publikationen (2 Teile Jakob Burckhardt; Cicerone [mit Bearbeitungen]: II Theil >I Architektur I - LXVIII [bearb. Geymüller 1-286]<; II Theil >II Skulptur [289-472]<)";;;2;;;;;
VII.G.4;Sammlung lose Blätter;Brunellesco (Dom II);T;;Pistoia;1894;XXX;"69 Notizen und Skizzen (zu Kuppel in Florenz; Notizen aus Guasti; Durm; Ansichten Stegmanns; z.T. ""nicht verwendete Textfragmente""), 1 Zeitungsausschnitt (Arte e Storia 1894), 1 Ansichtskarte (Pistoia; Madonna dell'Umilita): (in 9 Umschläge)";;;71;[Gerüstungen - ad. Zeichnung im Nachlass];> 1633 (10x Skizzen) (1x Postkarte) - 1643;;;
VII.G.5;Sammlung lose Blätter;o. Aufschrift (div. Briefe);T L S;;;1881, 1887, 1890, 1892, f;XXX;"1 Foto (Porträt Geymüller; ca. 60 Jahre [Atelier Baden-Baden]), 9 Briefe (1 Jakob Burkhardt 1887; 1 Nino Ferri 1908; 1 Gustave Moreau 1890; 1 Fr[iedrich von] Schmidt 1870; 1 ...? 1902; 1 Abschrift [Jakob Burkhardt + Max Alioth] 1881; 1 Karte Egger 1908; 1 Karte ...? 1890)";;;9;;;;;
VII.G.6;Sammlung lose Blätter;o . Aufschrift;SP T;;;;;"6 Abbildungen (Toscanawerk; Giuliano da Sangallo; Fassade S. Lorenzo; St. Peter; Rekonstruktion der Fassade; Alberto Alberti)";;;6;;;;;
VII.G.7;Sammlung lose Blätter;o . Aufschrift;T S;;;1894, 1901;;"1 Korrekturfahne (Michelozzo; Preuß. Jahrbuch 1894), 1 Sonderdruck (Raphael [H. Grimm; Deutsche Rundschau 1901])";;;2;;;;;
VII.H.1;Sammlung lose Blätter;o . Aufschrift;S;;;;;9 Stiche (Rom, Mailand);;;9;;;;;
VII.H.2;Sammlung lose Blätter;o. Aufschrift (Le Fabbriche piu cospicue di Milano);S;;;1853;;"3 Notizen und Skizzen, 4 Zeichnungen (Transparentpapier), 178 Stiche mit 45 Textblätter (F. Cassina; Le Fabbriche più cospicue di Miano 1853), 1 Abbildung (Wiener Bauhütte)";;;231;;;;;
VII.I.1;Fotografien;o . Aufschrift;B L Raf DC S;;;;;"22 Fotos (z. T. mit Skizzen und Marginalien; Raffael; DuCerceau; Schloss La Ferté Miln; Mantegna; Previdari-Stich u.a.), 3 Abbildungen (Andrea del Sarto; Previdari-Stich; St- Peter)";;;25;;;;;
VII.J.1;Sammlung lose Blätter;Cart. I. Fasc. I. [Eggers Schrift];SP S;;;;;1 Zeichnung (Transparentpapier);;;1;;;;;
VII.J.2;Sammlung lose Blätter;o. Aufschrift [Material Eggers];SP DC S;;;;;"4 Zeichnungen (Transparentpapier), 2 Abschriften, 32 Fotos (z.T. Mehrfachexemplare; Vatikan; Conclave; St. Peter; Hof des Cortile in Bracciano; DuCeceau; eine Rückseite mit gezeichneter Innenansicht von St. Peter; Muro Dividorio), 4 Abbildungen (St. Peter; Römische Veduten)";;;40;;;;;
VII.J.3;Sammlung lose Blätter;o . Aufschrift;B SP S;;;;;"1 Notiz (Bramante), 1 Zeichnung (Transparentpapier; Ciborio di Bramante), 1 Abbildung (Entwürfe; Vaticanischer Palast und Cortile des Belvedere [Peruzzi; von Geymüller Bramante zugeschrieben]) (Weiteres Material: Fotos, Drucke für Egger; Veduten)";;;3;;;;;
VII.J.4;Sammlung lose Blätter;Altargehäuse;B SP;;;1882, 1904;;51 Notizen und Skizzen (z. T. Abschriften), 1 Zeichnung (Transparentpapier), 7 Fotos (Architekturdetiails);;;59;;;;;
VII.1.1;Sammlung lose Blätter;"S.P. Nr. 3 (Gruppe IX; vorletzte Studien...)";SP B;;;1866, 1877, 1879;;"28 Zeichnungen (Transparentpapier; 3 große färbige Entwurfszeichnungen: Bramante; Peruzzi), vorletzte Studien [fortgeschrittene] voerletzte Entwürfe, 2 Abibldungen (Entwürfe) (hauptsächlich in den Entwürfen veröffentlichtes Material)";;;50;;;;;
VII.1.2;Sammlung lose Blätter;"o. Aufschrift (Raffael; Toscanawerk; Umbrien; Latium)";B T Raf S;;;1868, 1876, 1882, 1883, f;;"2 Notizen, 82 Zeichnungen (43 auf Transparentpapier [Raffael; Villa Madama; Farnesina; Toscana; Belvederehof; Geymüller-Entwürfe: Zeichnungen für M. Lesoufache Paris]; Baumstudien; S. maria della Quercia bei Viterbo; Cesena; Macerata; Crema; Maria della Croce; 1 auf Leinen), 11 Fotos (Raffael; Raffaelschule; Spoleto; Todi, Viterbo; Schinkel; Lampe), 5 Stiche (Raffael), 43 Abbildungen (Raffael; Toscana; Brunelleschi; s. Maria degli Angeli; u.a.; Peruzzi; Vendome-Säule; Haus in Paris), 2 Briefe (1 Pini 1876, 1 Ferri 1882)";;;145;;;;;
VII.1.3.a;Sammlung lose Blätter;"S.P. N° 1; Raffael. S. Pietro";SP Raf;;;1875, 1881, 1882;;"2 Skizzen (Transparentpapier; Entwürfe), 21 Zeichnungen (St. Peter; 17 auf Transparentpapier; 2 auf Leinen), 2 Briefe (Pini 875) (Pausen von Zeichnungen und Rekonstruktionszeichnungen; nicht alle publiziert)";;;25;;;;;
VII.1.3.b;Sammlung lose Blätter;"S.P. N° 1; Antonino. II. Periode 1514 od. 16 bis 1521";SP;;;;;"5 Zeichnungen (4 auf Transparentpapier; 1 auf Leinen), 1 Foto (Pausen von Zeichnugnen zu St. Peter)";;;6;;;;;
VII.1.3.c;Sammlung lose Blätter;"S.P. N° 1; Antnoino. II. Periode des Memoriale vor 1520";SP;;;;;4 Zeichnungen (Transparentpapier) (Pausen von Zeichnungen zu St. Peter);;;4;;;;;
VII.1.3.d;Sammlung lose Blätter;"S.P. N° 1; Antonino. Studien zur Erhöhung des Fußbodens";SP;;;1909;;"18 Zeichnungen (Transparentpapier; Pausen nach Zeichnungen zu St. Peter) (Antnoino da Sangallo), 5 Fotos (Entwürfe; Lay-out der Tafeln für Entwürfe), 1 Abbildung (Entwürfe)";;;24;;;;;
VII.1.3.e;Sammlung lose Blätter;"S.P. N° 1; 4. Periode Antonino (Piccioni Modello des Labacco)";SP;;;1868;;"7 Zeichnungen (6 auf Transparentpapier; 1 auf Leinen; Antonio da Sangallo; Pausen von Zeichnungen zu St- Peter)";;;7;;;;;
VII.1.3.f;Sammlung lose Blätter;"S.P. N° 1; 4. Periode Antonio Picconi. Modello des Labacco...";SP;;;;;"4 Zeichnungen auf Leinen (Groß-Format) (Labacco; Spaccato della Cupola; St Peter)";;;4;;;;;
VII.1.3.g;Sammlung lose Blätter;"S.P. N° 1; Peruzzi";SP;;;;;"6 Zeichnungen (Transparentpapier; Tempio della Pace; Pausen nach Zeichnungen zu St- Peter)";;;6;;;;;
VII.1.3.h;Sammlung lose Blätter;"S.P. N° 1; S. Pierre. Michaelangelo";SP;;;1869;;"24 Zeichnungen (14 auf Transparentpapier; Zeichnungen und Pausen zu St- Peter; Michealenagelo; z.T. unpubliziert), 2 Abbildungen";;;26;;;;;
VII.1.4;;;;;;;;;;;;;;;;
VII.1.5;;;;;;;;;;;;;;;;
VII.2.1;;o. Aufschrift (20) (Rf);Rf;;;1889, 1890, 1895;;"5 Zeichnungen (1 auf Transparentpapier; 4 von H. Donato Geymüller [Schule 1889/90]), 5 Fotos (Louis 16.), 60 Stiche (Versailles, Luovre, St. Steache; Fontainebleau u.a.), 3 Abbildungen, 1 Zeitungsausschnitt: (in 2 Umschläge mit Einzelblätter)";;;74;;;;;
VII.2.2;;Bramante Maler (B 2);B;;;;;"7 Skizzen (3 auf Transparentpapier; nach Bramante ?), 1 Foto, 3 Abbildungen";;;11;;;;;
VII.2.3;;S.P.4;SP;;;;;"25 Zeichnungen (23 auf Transparentpapier; z.T. Pausen nach Zeichnungen zu St. Peter; z.T. unpubliziert), 23 Fotos (Entwürfe), 2 Stiche (Cancelleria; St Sulpice), 17 Abbildungen (Entwürfe)";;;67;;;;;
VII.3.1;;o. Aufschrift (19) (Fra Giocondo);SP B;;;1879, 1882, 1906;;"1 Notiz, 50 Zeichnungen (43 auf Transparentpapier; 3 nicht von Geymüller [dorisches Kapitell]; Tempietto; Peruzzi [Zentralbau]; Belvederehof ?; Frau Giocondo; UA 6; diverse Rekonstruktionsversuche), 4 Stiche (Entwürfe Frau Giocondo [UA 6], 1 Ölbild (Kopie nach Brmante): (1 Mappe mit Einzelblätter)";;;62;;;;;
VII.3.2;;o. Aufschrift (18);SP T S;;;1866, 1882, 1887;;"5 Zeittafeln (Architekten; Entwicklungstabellen wie in Renaissance Frankreich), 24 Zeichnungen (16 auf Transparentpapier; 3 auf Leinen) (Tempio Malatestiano; Trum nach Alberti; Romplan; Kopie nach Plan Uffizien [Cartella 34]; Innenansicht St. Costanza; Koipen nach Filarete), 1 Foto (Negativ; St. Peter; Antonio da Sangallo), 6 Abbildungen (Toscanawerk; Andrucke), 1 Karte (Julius Kohte 1887)";;;37;;;;;
VII.3.3;;o. Aufschrift (15);SP Rf Th;;;1862, 1882, 1893, 1907;;"9 Notizen und Skizzen, 63 Zeichnungen (59 auf Transparentpapier: Rubens; Bologna S Petronio u.a.; F. da Sangallo) (3 Architekturzeichnungen [franz.]; gekauft in Florenz 1882), 37 Fotos (5 Negative) (Tesaurus; Rf; Zibaldone des B. Ghilberti; Francesco di Giorgio; Antonio delle Valle; St. Peter; Renaissance in Frankreich), 10 Stiche (Chartres; Reims, Bourges; Hotel du Cluny), 2 Lithographien (Sevilla; Cordoba), 12 Abbildungen (Thesaurus 1893; Muster für Tefeln), 1 Brief (Wosseller 1893)";;;134;;;;;
VII.3.4;;o. Aufschrift (Toscana);T;;;1884, 1897;;"8 Notizen, 21 Zeichnungen (16 auf Transparentpapier), 24 Abbildungen (z.T. Initialen), 1 Titelblatt (Toscanawerk 1884), 3 Arte e Storia (1897; Kuppel): (Brunelleschi; Sangallo; Fenstergestaltungen; Kuppel Dom; Palazzo Piti usw.)";;;57;;;;;
VII.3.5;;o. Aufschrift (15);SP T;;;;;"2 Zeichnungen (1 auf Transparentpapier) (S.P.), 43 Abbildungen (Tafeln und Figuren aus den Entwürfen [UA 1; UA 2; UA 6; UA 20 usw.]; nicht alle publiziert), 1 Stich (Fassade von S. Lorenzo); 3 Negative (Cliches), 8 Farbblätter (Farbcliches ?)";;;57;;;;;
VIII.1.1;;o. Aufschrift [von Egger benutzes Material];SP B Th;;;1878, 1879, 1882, 1893, f;;"Material Geymüllers (von Egger verwendet): Veduten; Vatikan; St. Peter; Alt-St.Peter; Belvedere u.a., 37 Fotos (St. Peter-Stiche; Belvedere; Peruzzi; muro diverso; Säulen von Alt-St.Peter; Detail aus Romansicht Tempestas; Faldas; Bufalinis Nollis u.a.; Korridor des Belvedere), 1 Stich (St. Peter; Längsschnitt), 22 Abbildungen (Veduten u.a.), 1 Ansichtskarte (Rom-Ansicht), 1 Zeitungsausschnitt (Chronique 1893), 2 Briefe (Pini 1878 1879), 3 Notizen von H. Egger (zu Thesaurus; Baden-Baden 19.03.1910)";;;76;;;;;
VIII.2.1;;o. Aufschrift (Tafeln zu St. Peter);SP;;;1874, 1875, 1878;;"156 Abbildungen (St. Peter; Entwürfe; Korrekturen; Marginalien; Zustände; Andrucke; nicht alles veröffentlicht)";;;156;;;;;
VIII.3.1;;o. Aufschrift (St. Peter. Diverses);SP B;;;1838;;"2 Zeichnungen (Grundriss St. Peter; Bramante; Peruzzi), 4 Stiche (St. Peter: Antonio da Sangallo; Fassade; Seitenfront; Antonio Salamanca; G. Fontana: Grundriss St. Peter mit Einzelzeichnungen; 1 Romplan; Letarouilly 1838), 1 Grundriss St. Peter (Bramante UA 1, 4 -teilig), 1 Landkarte (Cervetteri)";;;8;;;;;
VIII.3.2.a;;"o. Aufschrift; Cortile des Belvedere";B;;;;;"1 Notiz, 12 Zeichnungen (4 auf Transparentpapier; Cortile des Belvedere), 1 Brief (E. de Pressensi ?)";;;14;;;;;
VIII.3.2.b;;"o. Aufschrift; Studien zu Bl. 15";SP;;;1877;;"9 Zeichnungen (7 auf Transparentpapier) (zu Bl. 15 der Entwürfe; Zentralbauten der 1. Entwurfsphase UA 1; UA 20), 3 Stiche (St. Peter Grundriss; z.T. mit Zeichnungen)";;;12;;;;;
VIII.3.2.c;;"o. Aufschrift; Milano. S. Maria delle Grazie";B;;;;;"6 Notizen, 5 Skizzen (3 auf Transparentpapier) (S. Maria delle Grazie; Mailand)";;;11;;;;;
VIII.3.2.d;;"o. Aufschrift; Ospedale Maggiore";S;;;;;2 Notizen;;;2;;;;;
VIII.3.2.e;;"o. Aufschrift; Lade 10 (Einzelblätter) S.P.";SP;;;1867, 1871, 1878;;"16 Zeichnungen (13 auf Transparentpapier) (zu St. Peter UA 20; Grundriss; Schnitt und Ansichter; Sangallo; Serlio; größtenteils unpubliziert): (von Metternich beschriftet)";;;16;;;;;
VIII.3.2.f;;"o. Aufschrift; Dom Como";B S;;;1875;;"7 Zeichnungen (1 auf Transparentpapier [Profile]; z.T. Skizzen [Como Dom]: (von Metternich beschriftet)";;;7;;;;;
VIII.3.2.g;;"o. Aufschrift; Bramante (Theile des endgültigen Entwurfs)";SP B;;;1876;;"38 Zeichnungen (Transparentpapier; St. Peter; Studien zu den Entwürfen UA 1 und UA20): (z.T. von Metternich beschriftet)";;;38;;;;;
VIII.3.2.h;;"o. Aufschrift; o. Aufschrift";SP;;;;;"5 Zeichnungen (Transparenzpapier; St. Peter)";;;5;;;;;
VIII.3.2.i;;"o. Aufschrift; Thürme und Kuppel (S.P.)";SP;;;;;"6 Zeichnungen (Transparentpapier; St. Peter)";;;6;;;;;
VIII.3.2.j;;"o. Aufschrift; Coupole/Domes (Coupe dur les Entrees Latereales)";SP;;;;;"8 Zeichnungen (6 auf Transparentpapier; St. Peter: Aufrisskonstruktionen; größtenteils unpubliziert)";;;8;;;;;
VIII.3.2.k;;"o. Aufschrift; o. Aufschrift (S.P. Diverses)";SP;;;1868, 1877, 1878, 1902;;"34 Zeichnungen (15 auf Transparentpapier) (UA 1; UA 20; UA 104 u.a.; z.T. Studien zu den Blättern der Entüwrfe; z-T- unpubliziert), 2 Stiche (koloriert): (St. Peter; Grundrisse; Aufrisse; Ansichten von Bramante; Raffael; Sangallo; Peruzzi): (z.T. von Metternich beschriftet)";;;36;;;;;
VIII.3.2.l;;"o. Aufschriften; Div.";Rf (?) S;;;1864, 1868;;"3 Zeichnungen (Kloster Allerheiligen; Grundriss; Wandaufriss [Rf ?]; gotische Architektur (Fassade, Aufriss, Detail)";;;3;;;;;
VIII.4.1;;"o. Aufschrift (Toscanawerk; Zeichnungen)";T;;;1889, 1899, 1900;;"5 Skizzen (Transparentpapier; Palazzo Corsini; Antinori; Vasari; Profile), 24 Zeichnungen (Parlazzo del Dono; S. Sepolchro; S. Lorenzo; Neue Sakristei; Palazzo Davanzati; Villa Bellosguardo; Vasari; Uffizienhof; Madonnal del Sasso; Bibbiena; Palazzo Spannocchi; Siena; Palazzo Pandolfini; Dom Florenz; Langhausdetail; Palazzo del Rosso; Sansepolchro; S. Maria Novella u.a.; Details), 19 Zeichnungen von Stegmann (Loggia del Papa; Siena; S. Giovanni Battista; Umiltà; Pistoia; Palazo Grifoni; Antinori; Canigiani; Gaudagni; Gondi; Poggio a Caiano; Findelhaus), 1 Abbildung (Toscanawerk; Grundriss von S. Lorenzo)";;;49;;;;;
VIII.5.1;;Zeichnungen von Geymüller. Stegmann. Widmann;T;;;;;"4 Zeichnungen (Geymüller) (Gebäudefassaden; S. Lorenzo; Fassade; Poggio Reale; Palastfassaden), 6 Initialen (von Stegmann)";;;10;;;;;
VIII.5.2;;Zeichnungen von Geymüller;T;;;;;"16 Zeichnungen (Geymüller) (S. Agostino in Colle Basso: Detail; Palazzo Bruni Arezzo; S. Maria Novella; Capella S. Fina S. Gimignano; Badia Arezzo Hof; Castiglione Fiorentino; Palazzo Strozzi; Neue Sakristei; Uffizien; Palazzo Pandolfini), 1 Abbildung (Palazzo Bartolini)";;;17;;;;;
VIII.6.1;;Div. Rom;SP Raf S;;;;;"2 Zeichnungen (1 Villa Madama koloriert; 1 Palazzo Venezia [Egger ?] und 2 Pausen), 3 Stiche (St. Peter und Vatikan)";;;7;;;;;
VIII.6.2;;Verona. Loggia del Consiglio;S;;;;;2 Zeichnungen, 1 Abbildung (verona Loggia del Consiglio);;;3;;;;;
VIII.6.3;;Frankreich. Stiche;Rf;;;;;"9 Stiche (7 Versailles; 1 Louvre Fassade; 1 Chateau Madrid)";;;9;;;;;
VIII.6.4;;Div. (St. Paul London);S;;;;;1 Zeichnung (Grundriss Lourdes von Durand), 1 Stich (St. Paul London);;;2;;;;;
VIII.7.1;;Todi. Consolazione;B T S (?);;;1866;;"5 Zeichnungen (Bauaufnahmen Geymüllers von S. Maria delle Cosolazione Todi 1866), 1 Foto (Todi Cosolazione), 4 Stiche (3 Cosolazione Todi; 1 Palazzo Piccolomini Pienza), 1 Abbildung (Todi Consolazione)";;;11;;;;;
VIII.7.2;;Toscanawerk;T;;;1891, 1901, 1904;;"2 Stiche, 20 Abbildungen (Toscanawerk; Stiche und Drucke), 155 Blätter Texte bzw. Korrekturfahnen (Toscanawerk; Alberti; Leonardo; Vasari; Anonio da Sangallo; Ammanati; Benedetto da Maiano), 10 Prospekte (Toscanawerk; 5 in Deutsch; 5 in Französisch), 1 Prospekt (Bode; Renaissanceskulptur in Toscana)";;;148;;;;;
VII.K.1;;Gutachten über die Kuppel von St. Peter (Metternich);SP B;;;1876, 1878, 1879;;"4 Notizen, 1 Statische Tabelle (A. Durand-Claye), 1 statisches Gutachten (über ""Die Stabilität der Peterskuppel von Bramante in Rom"" von Burat J. W. Schwedler Berlin 06.03.1878 [1 Blatt deutsch + 6 Bläter französische Überseztung]), 1 Broschüre (Sitzungsbericht 12.12.1879 der 'Societé d'encouragement puor l'industrie national', Afred Durand-Claye; Etude sur la stabilité de la coupole projeteé par Bramante pour la basilique de Saint-Pierre de Rome), 5 Briefe (1 Schwedler 1879; 1 J. Baudry 1879; 3 Durand-Claye 1879 [1>Baudry]), 1 Briefentwurf (Geymüller 1879): (von Metternich in den 50er Jahren entlehnt; zurückerstattet 12/1991)";;;13;;;;;
VII.K.2.a;;"o. Aufschrift (Metternich); Bramante (St. Peter; Kuppel) Lade 2 (Metternich)";SP B;;;;;"i Notiz, 12 Zeichnungen (10 auf Transparentpapier; St. Peter), 1 Stich (Kuppel von St. Peter; Illustration zum Gutachten Durand-Claye), 1 Ausschnitt (Du Cerceau): (von Metternich in den 50er Jahren entlehnt; zurückerstattet 12/1991)";;;15;;;;;
VII.K.2.b;;"o. Aufschrift (Metternich); Cupola. Costruzione; Lade 2 (Metternich)";SP S;;;1878;;"13 Notizen und Skizzen (Pantheon; St. Costanza; Baptisterium Florenz; Kuppelbauten auf Gemälden), 1 Stich (Grundriss St. Paul London), 1 Abbildung (Grundriss Zentralbau), 1 Zeitungsausschnitt (Revue nouvelles de l'industrie 1878): (von Metternich in den 50er JAhren entlehnt; zuerückerstattet 12/1991)";;;16;;;;;
VII.K.3;;St. Peter. Rekonstruktionen ver. Entwürfe (Geymüller);SP;;;;;"12 Fotos (6 Negative), [Aufschrift Metternich]: (Originale im Besitz von Frau von Freudenreich-Geymüller; nicht veröffentlicht)";;;12;;;;;
VII.K.4;;St. Peter Handzeichnungen Entwürfe (Metternich);SP;;;1871, 1877;;"12 Fotos (Rekonstruktionen Geymüllers zu St. Peter; z.T. die Blätter von VII.K.4.a) (z.T. im Institut): (von Metternicht in den 50er Jahren enlehnt; zurückerstattet 12/1991)";;;17;;;;;
VII.K.5;;Thesaurus Material (Publ. Berichte über Sammlungen) [Egger];Th;;;1884;;"9 Broschüren bzw. Ausschnitte (Prospekte zum Theasaurus; Zeitschrift für bildende Kusnt 1884 [Redtenbacher]; Wiener Bauhütte; Allgmeine Bauzeitung)";;;9;;;;;
VII.K.6.a;;"Thesaurus Matierial (Geymüller-Notizen) [Aufschrift Egger]; o. Aufschrift";Th;;;1886, 1887, 1897;;"79 Notizen und Skizzen, 1 Abbildung, 2 Zeitungsausschnitte (Beilage zur Allgemeinen Zeitung 1897; Chronique [Frimmel], 1 Brief (Cuypers Amsterdam 1886)";;;83;;;;;
VII.K.6.b;;"Thesaurus Material (Geymüller-Notizen) [Aufschrift Egger]; Album Venetien chez. M. Destailleur (Epreuves Tires)";Th;;;;;"4 Notizen und Skizzen, 8 Fotos (Architekturdarstellungen; Filarete u.a.)";;;12;;;;;
VII.K.6.c;;"Thesaurus Material (Geymüller-Notizen) [Aufschrift Egger]; Epreuves ... 20. VII. 1891";Th;;;1891;;3 Fotos (Altdorfer usw.);;;3;;;;;
VII.K.6.d;;"Thesaurus Material (Geymüller-Notizen) [Aufschrift Egger]; Troyes";Th;;;;;"1 Notiz, 6 Fotos (Altaraufbauten; Kandelaber)";;;7;;;;;
VII.K.6.e;;"Thesaurus Material (Geymüller-Notizen) [Aufschrift Egger]; o. Aufschrift";Th;;;;;"11 Fotos (Architekturzeichnungen; Kirchbauten; Fassaden; Zentralbauten)";;;11;;;;;
VII.K.6.f;;"Thesaurus Material (Geymüller-Notizen) [Aufschrift Egger]; Palazzo Farnese Piacenza (München)";Th;;;1907;;"6 Fotos (Palazzo Farnese Piacenza; Rubens), 1 Brief (Bruckmann 1907)";;;7;;;;;
VII.K.6.g;;"Thesaurus Material (Geymüller-Notizen) [Aufschrift Egger]; Coll. Detailleur. Rubens goth. Kirchen";Th;;;;;"3 Fotos (Rubens; Altdorfer; Ornamente)";;;3;;;;;
VII.K.6.h;;"Thesaurus Material (Geymüller-Notizen) [Aufschrift Egger]; Rugby (3)";Th;;;;;"1 Notiz, 3 Fotos (Negative; S. Maria degli Angeli; Fassade von S. Lorenzo)";;;4;;;;;
VII.K.6.i;;"Thesaurus Material (Geymüller-Notizen) [Aufschrift Egger]; Thesaurus ... v. Dujardin";Th;;;;;15 Notizen (Kalkulation und Lay-out für Thesaurus);;;15;;;;;
VII.K.6.j;;"Thesaurus Material (Geymüller-Notizen) [Aufschrift Egger]; Ducerceau Soane Museum";DC Th;;;;;"3 Fotos (Negative; DuCerceau; Soane Museum)";;;3;;;;;
VII.K.6.k;;"Thesaurus Material (Geymüller-Notizen) [Aufschrift Egger]; Michaelangelo British Museum";Mich Th;;;;;"1 Notiz, 13 Fotos (Negative; Michaelangelo)";;;14;;;;;
VII.K.6.l;;"Thesaurus Material (Geymüller-Notizen) [Aufschrift Egger]; o. Aufschrift";Th;;;1869, 1870, 1871;;"2 Broschüren (Royal Institut of British Architects 1869-70/1871; Donaldson)";;;2;;;;;
IX.1;;o. Aufschrift (Diverses);T;;;1879;;11 Notizen und Skizzen, 6 Fotos (Künstlerunterschriften);;;17;;;;;
IX.2;;o. Aufschrift (Zettelkasten Uffizien);SP T Son;;;;;Kasten mit 1885 Notizen und Skizzen (Architekturzeichnungen der Uffizien nach Nummern fortlaufend);;;1885;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
